region,source_name,source_name_local,type,subtype,url_news,url_home,language,rss_or_api,update_frequency,robotics_relevance,priority_tier,collection_route,watch_keywords,verification_role,notes
Europe,Germany BMWK (Federal Ministry for Economic Affairs and Climate Action),Bundesministerium für Wirtschaft und Klimaschutz,Government,Ministry press releases,https://www.bmwk.de/Navigation/EN/Service/Press/press.html,https://www.bmwk.de/,en,RSS: https://www.bmwk.de/SiteGlobals/Functions/RSS/EN/Feed/RSSNewsfeed_Pressemitteilungen.xml,Daily,German government policy and funding for Industry 4.0 and robotics.,P0,RSS,"Industry 4.0, robotics, AI, funding, manufacturing","national policy, funding announcements",Available in German and English.
Europe,Plattform Industrie 4.0,Plattform Industrie 4.0,Government,Initiative news,https://www.plattform-i40.de/PI40/Navigation/EN/News/news.html,https://www.plattform-i40.de/,en,None — scrape,Monthly,Updates on Germany's central network for the digital transformation of manufacturing.,P1,page scrape,"Industry 4.0, digital twin, automation, manufacturing","industry standards, national strategy",No paywall.
Europe,"UK DSIT (Department for Science, Innovation and Technology)",DSIT,Government,Ministry press releases,https://www.gov.uk/government/organisations/department-for-science-innovation-and-technology/about/media-enquiries,https://www.gov.uk/government/organisations/department-for-science-innovation-and-technology,en,RSS: https://www.gov.uk/government/organisations/department-for-science-innovation-and-technology.atom,Daily,"UK government policy, funding, and strategy for AI and robotics.",P0,RSS,"robotics, AI, funding, innovation, technology","national policy, funding announcements",No paywall.
Europe,UK AISI (AI Safety Institute),AISI,Government,Institute news,https://www.aisi.gov.uk/blog,https://www.aisi.gov.uk/,en,None — scrape,Event-driven,"UK AI safety evaluations and research, relevant for embodied AI.",P1,page scrape,"AI safety, evaluation, models, embodied AI","safety evaluations, policy",No paywall. AISI publishes via blog and research pages.
Europe,UKRI EPSRC,EPSRC,Government,Funding news,https://www.ukri.org/news/?filter_council%5B%5D=814&filter_order=publication_date-desc,https://www.ukri.org/councils/epsrc/,en,None — scrape,Weekly,"UK funding announcements for engineering and physical sciences, including robotics.",P1,page scrape,"robotics, engineering, funding, research","research funding, project announcements",No paywall. EPSRC-filtered UKRI news.
Europe,Bpifrance,Bpifrance,Government,Agency press releases,https://presse.bpifrance.fr/,https://www.bpifrance.fr/,fr,None — scrape,Daily,French public investment bank funding announcements for deeptech and robotics startups.,P0,page scrape,"robotique, deeptech, financement, investissement","funding announcements, startup investments",French language.
Europe,Vinnova,Vinnova,Government,Agency news,https://www.vinnova.se/en/news/,https://www.vinnova.se/en/,en,None — scrape,Weekly,Sweden's innovation agency funding and project news for tech and robotics.,P1,page scrape,"robotics, AI, innovation, funding","research funding, national strategy",Available in Swedish and English.
Europe,Innovation Norway,Innovasjon Norge,Government,Agency news,https://www.innovasjonnorge.no/en/about/news,https://www.innovasjonnorge.no/en,en,None — scrape,Weekly,"Norwegian government funding for innovation, including robotics and automation.",P1,page scrape,"robotics, automation, funding, innovation","funding announcements, national strategy",Available in Norwegian and English.
Europe,VDMA Robotics + Automation,VDMA Robotik + Automation,Association,Association news,https://www.vdma.org/robotik-automation,https://www.vdma.org/,de,None — scrape,Weekly,"News, statistics, and trends from the German mechanical engineering industry association.",P0,page scrape,"robotik, automation, statistik, trends","industry statistics, market trends",German language. High priority for European market data.
Europe,Make UK (including BARA),Make UK,Association,Association news,https://www.makeuk.org/news-and-events/news,https://www.makeuk.org/,en,None — scrape,Weekly,"UK manufacturing news, including automation and robotics adoption.",P1,page scrape,"automation, robotics, manufacturing, BARA","industry trends, policy advocacy",No paywall.
Europe,Fraunhofer IPA,Fraunhofer IPA,Research,Institute news,https://www.ipa.fraunhofer.de/en/press-media.html,https://www.ipa.fraunhofer.de/en.html,en,RSS: https://www.ipa.fraunhofer.de/en/press-media.rss,Weekly,Applied research in manufacturing engineering and automation.,P0,RSS,"robotics, automation, manufacturing, AI","applied research, technology transfer",Available in German and English.
Europe,DLR Robotics and Mechatronics Center,DLR Institut für Robotik und Mechatronik,Research,Institute news,https://www.dlr.de/rm/en/desktopdefault.aspx/tabid-3802/,https://www.dlr.de/rm/en/,en,None — scrape,Monthly,"Crucial research in space robotics, medical robotics, and industrial automation.",P0,page scrape,"robotics, mechatronics, space, medical","fundamental research, technology breakthroughs",Available in German and English.
Europe,ETH Zurich Robotic Systems Lab (RSL),ETH Zurich RSL,University,Lab news,https://rsl.ethz.ch/,https://rsl.ethz.ch/,en,None — scrape,Monthly,World-leading research in legged robotics (ANYmal) and autonomous systems.,P0,page scrape,"legged robots, autonomous systems, ANYmal","academic research, spin-offs",No paywall. Also ethz.ch/en/news-and-events for university-wide robotics news. RSL homepage carries dated news items; also ethz.ch/en/news-and-events.
Europe,EPFL Robotics,EPFL Robotics,University,University news,https://actu.epfl.ch/,https://www.epfl.ch/en/,en,RSS: https://actu.epfl.ch/search/rss/?q=robotics,Weekly,"Research in micro-robotics, bio-inspired robotics, and human-robot interaction.",P1,RSS,"robotics, bio-inspired, micro-robotics","academic research, technology breakthroughs",No paywall. EPFL news search route. Filter robotics topic on EPFL news portal; search route: actu.epfl.ch + robotics keyword.
Europe,TU Munich MIRMI,TUM MIRMI,University,Institute news,https://www.mirmi.tum.de/en/mirmi/news/,https://www.mirmi.tum.de/mirmi/,en,None — scrape,Monthly,Munich Institute of Robotics and Machine Intelligence research updates.,P1,page scrape,"robotics, machine intelligence, AI","academic research, technology breakthroughs",No paywall.
Europe,DFKI (German Research Center for Artificial Intelligence),DFKI,Research,Institute news,https://www.dfki.de/en/web/news,https://www.dfki.de/en/web,en,RSS: https://www.dfki.de/en/web/news/rss,Weekly,Leading German research in AI and its application in robotics.,P0,RSS,"AI, robotics, machine learning, automation","applied research, AI advancements",Available in German and English.
Europe,Oxford Robotics Institute (ORI),Oxford Robotics Institute,University,Institute news,https://ori.ox.ac.uk/news/,https://ori.ox.ac.uk/,en,None — scrape,Monthly,"Research in mobile autonomy, navigation, and perception.",P1,page scrape,"autonomy, navigation, perception, mobile robots","academic research, technology breakthroughs",No paywall.
Europe,Bristol Robotics Laboratory,Bristol Robotics Laboratory,University,Lab news,https://www.bristolroboticslab.com/about-us,https://www.bristolroboticslab.com/,en,None — scrape,Monthly,UK's largest academic centre for multi-disciplinary robotics research.,P1,page scrape,"robotics, research, multi-disciplinary","academic research, technology breakthroughs",No paywall. BRL site has no dedicated news page; monitor UWE/Bristol Uni news + BRL LinkedIn for announcements.
Europe,IIT Genoa (Istituto Italiano di Tecnologia),IIT,Research,Institute news,https://opentalk.iit.it/en/category/news-en/,https://www.iit.it/,en,RSS: https://opentalk.iit.it/en/feed/,Weekly,"Home of iCub and ergoCub, leading research in humanoid robotics.",P0,RSS,"humanoid, iCub, ergoCub, robotics","fundamental research, humanoid development",Available in Italian and English.
Europe,CNRS LAAS,LAAS-CNRS,Research,Institute news,https://www.laas.fr/en/news/,https://www.laas.fr/en/,en,None — scrape,Monthly,"French research in robotics, optimization, and control systems.",P1,page scrape,"robotics, control systems, optimization","academic research, technology breakthroughs",Available in French and English.
Europe,TU Delft Robotics Institute,TU Delft Robotics Institute,University,Institute news,https://www.tudelft.nl/en/stories,https://www.tudelft.nl/en/robotics-institute,en,None — scrape,Monthly,"Dutch research in cognitive robotics, swarm robotics, and human-robot interaction.",P1,page scrape,"cognitive robotics, swarm robotics, HRI","academic research, technology breakthroughs",No paywall. Institute page reorganized; use TU Delft stories/news and 3mE dept news; filter robotics.
Europe,Odense Robotics,Odense Robotics,Association,Cluster news,https://www.odenserobotics.dk/news/,https://www.odenserobotics.dk/,en,None — scrape,Weekly,"News from Denmark's national robot, automation and drone cluster.",P0,page scrape,"robotics, automation, drones, cluster","industry cluster news, startup growth",No paywall.
Europe,ABB Robotics,ABB Robotics,Company,Company newsroom,https://new.abb.com/news,https://new.abb.com/products/robotics,en,None — scrape,Weekly,"Product launches, acquisitions, and strategic updates from a major industrial robotics player.",P0,page scrape,"robotics, automation, cobots, AMR","product launches, corporate strategy","Global company, strong European presence. Filter robotics tag; global ABB press hub."
Europe,KUKA,KUKA,Company,Company newsroom,https://www.kuka.com/en-de/company/press,https://www.kuka.com/,en,None — scrape,Weekly,News from one of the world's leading suppliers of intelligent robotics and plant engineering.,P0,page scrape,"robotics, automation, industrial robots","product launches, corporate strategy",Available in German and English.
Europe,Universal Robots,Universal Robots,Company,Company newsroom,https://www.universal-robots.com/about-universal-robots/news-centre/,https://www.universal-robots.com/,en,None — scrape,Weekly,Updates from the pioneer and market leader in collaborative robots (cobots).,P0,page scrape,"cobots, collaborative robots, automation","product launches, corporate strategy","Danish company, Teradyne owned."
Europe,Mobile Industrial Robots (MiR),MiR,Company,Company newsroom,https://www.mobile-industrial-robots.com/en/about-mir/news/,https://www.mobile-industrial-robots.com/,en,None — scrape,Monthly,News on autonomous mobile robots (AMRs) for internal logistics.,P1,page scrape,"AMR, mobile robots, logistics","product launches, corporate strategy","Danish company, Teradyne owned."
Europe,NEURA Robotics,NEURA Robotics,Company,Company newsroom,https://neura-robotics.com/news,https://neura-robotics.com/,en,None — scrape,Monthly,Updates on cognitive robotics and AI-driven robotic assistants.,P1,page scrape,"cognitive robotics, AI, robotic assistants","product launches, corporate strategy",German company.
Europe,1X Technologies,1X,Company,Company newsroom,https://www.1x.tech/discover,https://www.1x.tech/,en,None — scrape,Monthly,"News on humanoid robots (EVE, NEO) designed for labor.",P0,page scrape,"humanoid, EVE, NEO, robotics","product launches, corporate strategy",Norwegian company. 1X posts under Discover section.
Europe,PAL Robotics,PAL Robotics,Company,Company newsroom,https://pal-robotics.com/blog/,https://pal-robotics.com/,en,None — scrape,Monthly,Updates on bipedal and humanoid robots for research and industry.,P1,page scrape,"humanoid, bipedal, robotics, research","product launches, corporate strategy",Spanish company.
Europe,Agile Robots,Agile Robots,Company,Company newsroom,https://www.agile-robots.com/en/news/,https://www.agile-robots.com/,en,None — scrape,Monthly,News on intelligent robotic systems bridging AI and robotics.,P1,page scrape,"intelligent robotics, AI, automation","product launches, corporate strategy",German company.
Europe,Wandelbots,Wandelbots,Company,Company newsroom,https://wandelbots.com/en/news/,https://wandelbots.com/,en,None — scrape,Monthly,Updates on no-code robotics software and teaching platforms.,P1,page scrape,"no-code robotics, software, teaching","product launches, corporate strategy",German company.
Europe,Exotec,Exotec,Company,Company newsroom,https://www.exotec.com/news/,https://www.exotec.com/,en,None — scrape,Monthly,News on robotic warehouse systems (Skypod).,P1,page scrape,"warehouse robotics, Skypod, logistics","product launches, corporate strategy",French company.
Europe,Ocado Technology,Ocado Technology,Company,Company newsroom,https://www.ocadogroup.com/media/news,https://www.ocadogroup.com/,en,None — scrape,Monthly,Updates on grocery fulfillment robotics and automation technology.,P1,page scrape,"fulfillment robotics, automation, grocery","product launches, corporate strategy",UK company.
Europe,AutoStore IR,AutoStore,Disclosure,IR announcements,https://www.autostoresystem.com/investors/press-releases,https://www.autostoresystem.com/,en,None — scrape,Event-driven,Financial and strategic updates from a leading cube storage automation company.,P0,page scrape,"cube storage, automation, financial results","financial filings, corporate strategy",Norwegian company.
Europe,Comau,Comau,Company,Company newsroom,https://www.comau.com/en/newsroom/,https://www.comau.com/,en,None — scrape,Monthly,News on industrial automation and robotics solutions.,P1,page scrape,"industrial automation, robotics, manufacturing","product launches, corporate strategy",Italian company.
Europe,Stäubli Robotics,Stäubli,Company,Company newsroom,https://www.staubli.com/en-us/robotics/news/,https://www.staubli.com/en-us/robotics/,en,None — scrape,Monthly,Updates on industrial and collaborative robots.,P1,page scrape,"industrial robots, cobots, automation","product launches, corporate strategy",Swiss company.
Europe,ANYbotics,ANYbotics,Company,Company newsroom,https://www.anybotics.com/news/,https://www.anybotics.com/,en,None — scrape,Monthly,News on autonomous legged robots for industrial inspection.,P0,page scrape,"legged robots, inspection, autonomous","product launches, corporate strategy",Swiss company.
Europe,automatica Munich,automatica,Exhibition,Exhibition news,https://automatica-munich.com/en/trade-fair/press/press-releases/,https://automatica-munich.com/en/,en,None — scrape,Event-driven,News and trends from the leading exhibition for smart automation and robotics.,P1,page scrape,"exhibition, automation, robotics, trends","industry trends, event announcements",Available in German and English.
Europe,Hannover Messe,Hannover Messe,Exhibition,Exhibition news,https://www.hannovermesse.de/en/press/press-releases/hannover-messe/press-releases,https://www.hannovermesse.de/en/,en,None — scrape,Event-driven,News from the world's leading industrial technology trade fair.,P1,page scrape,"industrial technology, automation, robotics","industry trends, event announcements",Available in German and English.
Europe,European Robotics Forum (ERF),ERF,Exhibition,Exhibition news,https://www.eu-robotics.net/eurobotics-forum/,https://erf2024.eu/,en,None — scrape,Event-driven,Updates from the most influential meeting of the robotics community in Europe.,P1,page scrape,"robotics forum, community, research","industry trends, event announcements","URL changes yearly (e.g., erf2024.eu, erf2025.eu). ERF site changes yearly; monitor via euRobotics."
Taiwan,MOEA Industrial Development Administration,經濟部產業發展署,Government,Ministry press releases,https://www.ida.gov.tw/ctlr?PRO=news&lang=1,https://www.ida.gov.tw/ctlr?PRO=index&lang=1,zh+en,RSS: https://www.ida.gov.tw/ctlr?PRO=news_rss&lang=1,Daily,"Announces government funding, policies, and industry programs for automation and robotics.",P1,RSS,"robotics, automation, AI, 機器人, 自動化","official policy text, funding announcements",English site is less frequently updated than Chinese site.
Taiwan,National Science and Technology Council (NSTC),國家科學及技術委員會,Government,Council press releases,https://www.nstc.gov.tw/?l=en,https://www.nstc.gov.tw/,zh+en,RSS: https://www.nstc.gov.tw/folksonomy/rss/ca06126c-7613-4024-8118-29280927814b?l=ch,Daily,"Announces major research grants, national AI/robotics initiatives, and science park developments.",P0,RSS,"robotics, AI, 機器人, 人工智慧","research grants, national initiatives",Chinese site has more comprehensive news. Use NSTC news list page; Chinese list richer. Use English portal news list; Chinese list richer.
Taiwan,TWSE Market Observation Post System (MOPS),公開資訊觀測站,Disclosure,Stock exchange filings,https://mops.twse.com.tw/mops/web/t05st01,https://mops.twse.com.tw/mops/web/index,zh+en,None — scrape,Daily,"Official source for corporate filings, earnings, and material events for publicly traded robotics companies.",P0,page scrape,"robotics, automation, earnings, 機器人, 自動化","corporate filings, earnings, material events",Requires searching by company ticker or keyword.
Taiwan,Hsinchu Science Park Administration,新竹科學園區管理局,Government,Science park news,https://web.sipa.gov.tw/english/newList,https://web.sipa.gov.tw/english/,zh+en,None — scrape,Weekly,"Announces new company setups, expansions, and tech developments in Taiwan's premier science park.",P1,page scrape,"robotics, automation, AI, 機器人, 自動化","company setups, expansions",English site available.
Taiwan,Southern Taiwan Science Park Bureau,南部科學園區管理局,Government,Science park news,https://www.stsp.gov.tw/web/indexGroups?frontTarget=ENGLISH,https://www.stsp.gov.tw/web/indexGroups?frontTarget=ENGLISH,zh+en,None — scrape,Weekly,"Announces developments in Southern Taiwan Science Park, a major hub for semiconductor and optoelectronics.",P1,page scrape,"robotics, automation, AI, 機器人, 自動化","company setups, expansions",English site available.
Taiwan,Central Taiwan Science Park Bureau,中部科學園區管理局,Government,Science park news,https://www.ctsp.gov.tw/english/01about/abo_park_profile.aspx?v=20&fr=768&no=771,https://www.ctsp.gov.tw/english/,zh+en,None — scrape,Weekly,"Announces developments in Central Taiwan Science Park, focusing on precision machinery and optoelectronics.",P1,page scrape,"robotics, automation, AI, 機器人, 自動化","company setups, expansions",English site available.
Taiwan,Ministry of Digital Affairs (MODA),數位發展部,Government,Ministry press releases,https://moda.gov.tw/en/press/press-releases/372,https://moda.gov.tw/en/,zh+en,None — scrape,Weekly,"Announces digital resilience, AI government talent, and software policies.",P1,page scrape,"AI, robotics, digital, 人工智慧, 機器人","digital policy, AI talent initiatives",English site available.
Taiwan,Executive Yuan,行政院,Government,Cabinet press releases,https://english.ey.gov.tw/Page/5A898E83D438145A,https://english.ey.gov.tw/,zh+en,None — scrape,Weekly,Announces national-level AI and robotics action plans and legislation.,P0,page scrape,"AI, robotics, smart robot, 人工智慧, 機器人","national policy, legislation",English site available.
Taiwan,Taiwan Intellectual Property Office (TIPO),經濟部智慧財產局,Patent,Patent office news,https://www.tipo.gov.tw/en/tipo2/339.html,https://www.tipo.gov.tw/en/tipo2,zh+en,None — scrape,Weekly,"Announces patent trends, intellectual property regulations, and statistics relevant to robotics.",P2,page scrape,"patent, robotics, AI, 專利, 機器人","patent statistics, IP regulations",English site available.
Taiwan,Taiwan Automation Intelligence and Robotics Association (TAIROA),台灣智慧自動化與機器人協會,Association,Association news,https://www.tairoa.org.tw/,https://www.tairoa.org.tw/,zh,None — scrape,Weekly,"Major robotics association in Taiwan, announces industry alliances, exhibitions, and member news.",P1,page scrape,"robotics, automation, AI, 機器人, 自動化","industry alliances, member news",Mostly in Chinese.
Taiwan,Taiwan Electrical and Electronic Manufacturers' Association (TEEMA),台灣區電機電子工業同業公會,Association,Association news,https://www.teema.org.tw/englishnew/index.html,https://www.teema.org.tw/englishnew/index.html,zh+en,None — scrape,Weekly,"Key electronics association, covers supply chain news for robotics components and systems.",P2,page scrape,"robotics, automation, electronics, 機器人, 自動化","supply chain news, member news",English site available.
Taiwan,SEMI Taiwan,國際半導體產業協會台灣分會,Association,Association news,https://semicontaiwan.org/en,https://semicontaiwan.org/en,zh+en,None — scrape,Weekly,Announces semiconductor manufacturing equipment and fab automation news.,P1,page scrape,"automation, semiconductor, robotics, 自動化, 半導體","fab automation, equipment news",English site available.
Taiwan,Industrial Technology Research Institute (ITRI),工業技術研究院,Research,Research institute news,https://www.itri.org.tw/english/ListStyle.aspx?DisplayStyle=06&SiteID=1&MmmID=617731531241750114,https://www.itri.org.tw/,zh+en,None — scrape,Weekly,"Major applied technology research institute, announces robotics, automation, and AI breakthroughs.",P0,page scrape,"robotics, automation, AI, 機器人, 自動化","research breakthroughs, technology transfer",English site available.
Taiwan,Institute for Information Industry (III),資訊工業策進會,Research,Research institute news,https://www.iii.org.tw/en/news,https://www.iii.org.tw/en,zh+en,None — scrape,Weekly,"Announces software, AI, and digital technology developments relevant to robotics.",P1,page scrape,"AI, software, robotics, 人工智慧, 軟體","software developments, AI applications",English site available.
Taiwan,National Institutes of Applied Research (NIAR/NARLabs),國家實驗研究院,Research,Research institute news,https://www.niar.org.tw/en/xmdoc/cont?xsmsid=0I160457997407279810,https://www.niar.org.tw/en,zh+en,None — scrape,Weekly,"Announces advanced research in semiconductors, AI, and applied sciences.",P1,page scrape,"AI, semiconductor, robotics, 人工智慧, 半導體","advanced research, national labs",English site available. Formerly NARLabs.
Taiwan,Academia Sinica,中央研究院,Research,Research institute news,https://www.sinica.edu.tw/en/news_card/56,https://www.sinica.edu.tw/en,zh+en,None — scrape,Weekly,"Taiwan's premier academic research institution, covers fundamental AI and robotics research.",P2,page scrape,"AI, robotics, 人工智慧, 機器人","fundamental research, academic breakthroughs",English site available.
Taiwan,National Taiwan University (NTU) Center for AI and Advanced Robotics,國立臺灣大學人工智慧與機器人研究中心,University,Lab news,http://ai.robo.ntu.edu.tw/en/index.php,http://ai.robo.ntu.edu.tw/en/index.php,zh+en,None — scrape,Monthly,Top university lab for AI and robotics research in Taiwan.,P2,page scrape,"robotics, AI, 機器人, 人工智慧","university research, lab breakthroughs",English site available.
Taiwan,National Tsing Hua University (NTHU),國立清華大學,University,University news,https://nthu-en.site.nthu.edu.tw/p/403-1003-4806-1.php,https://nthu-en.site.nthu.edu.tw/,zh+en,None — scrape,Weekly,"Major engineering university in Taiwan, announces robotics and AI research.",P2,page scrape,"robotics, AI, engineering, 機器人, 人工智慧","university research, engineering breakthroughs",English site available.
Taiwan,National Cheng Kung University (NCKU),國立成功大學,University,University news,https://ennews-secr.ncku.edu.tw/,https://web.ncku.edu.tw/,zh+en,None — scrape,Weekly,"Major engineering university in southern Taiwan, announces robotics and aerospace research.",P2,page scrape,"robotics, AI, engineering, 機器人, 人工智慧","university research, engineering breakthroughs",English site available.
Taiwan,National Yang Ming Chiao Tung University (NYCU),國立陽明交通大學,University,University news,https://www.nycu.edu.tw/nycu/en/app/news/list?module=headnews&id=552,https://en.nycu.edu.tw/,zh+en,None — scrape,Weekly,"Major engineering and medical university in Hsinchu, announces semiconductor, AI, and robotics research.",P2,page scrape,"robotics, AI, semiconductor, 機器人, 人工智慧","university research, engineering breakthroughs",English site available.
Taiwan,Hon Hai Technology Group (Foxconn),鴻海科技集團,Company,Corporate newsroom,https://www.foxconn.com/en-us/press-center/press-releases/latest-news,https://www.foxconn.com/en-us,zh+en,None — scrape,Weekly,"Major manufacturer, announces AI servers, robotics, and smart manufacturing initiatives.",P1,page scrape,"robotics, AI, automation, 機器人, 人工智慧","corporate announcements, product launches",English site available.
Taiwan,Taiwan Semiconductor Manufacturing Company (TSMC),台灣積體電路製造,Company,Corporate newsroom,https://pr.tsmc.com/english/latest-news,https://www.tsmc.com/english,zh+en,None — scrape,Weekly,"World's largest contract chipmaker, announces semiconductor tech crucial for AI and robotics.",P0,page scrape,"AI, semiconductor, robotics, 人工智慧, 半導體","corporate announcements, earnings, tech breakthroughs",English site available.
Taiwan,Delta Electronics,台達電子,Company,Corporate newsroom,https://www.deltaww.com/en-US/press/releases,https://www.deltaww.com/en-US,zh+en,None — scrape,Weekly,Major provider of industrial automation and robotics components.,P1,page scrape,"robotics, automation, 機器人, 自動化","corporate announcements, product launches",English site available.
Taiwan,Advantech,研華科技,Company,Corporate newsroom,https://www.advantech.com/en-us/about/corporate-news,https://www.advantech.com/en-us,zh+en,None — scrape,Weekly,"Major industrial PC and IoT computing provider, announces edge AI and automation hardware.",P1,page scrape,"AI, IoT, automation, 人工智慧, 自動化","corporate announcements, product launches",English site available.
Taiwan,Quanta Computer,廣達電腦,Company,Corporate newsroom,https://www.quantatw.com/quanta/english/allnews/allnews_hot.aspx,https://www.quantatw.com/quanta/english/,zh+en,None — scrape,Weekly,"Major electronics manufacturer, announces AI servers and robotics initiatives (parent of Techman Robot).",P1,page scrape,"AI, robotics, server, 人工智慧, 機器人","corporate announcements, earnings",English site available.
Taiwan,Compal Electronics,仁寶電腦,Company,Corporate newsroom,https://www.compal.com/en-us/media/,https://www.compal.com/en-us/,zh+en,None — scrape,Weekly,"Major electronics manufacturer, announces AI infrastructure and smart manufacturing.",P2,page scrape,"AI, infrastructure, manufacturing, 人工智慧, 製造","corporate announcements, earnings",English site available.
Taiwan,Wistron Corporation,緯創資通,Company,Corporate newsroom,https://www.wistron.com/en/Newsroom,https://www.wistron.com/en,zh+en,None — scrape,Weekly,"Major electronics manufacturer, announces AI servers and data center infrastructure.",P2,page scrape,"AI, server, infrastructure, 人工智慧, 伺服器","corporate announcements, earnings",English site available.
Taiwan,Pegatron Corporation,和碩聯合科技,Company,Corporate newsroom,https://svr.pegatroncorp.com/news,https://www.pegatroncorp.com/,zh+en,None — scrape,Weekly,"Major electronics manufacturer, entering humanoid and robotics supply chain.",P1,page scrape,"robotics, AI, humanoid, 機器人, 人工智慧","corporate announcements, earnings",English site available.
Taiwan,Techman Robot,達明機器人,Company,Corporate newsroom,https://www2.tm-robot.com/en/tm-news-post/,https://www.tm-robot.com/en,zh+en,None — scrape,Weekly,"Leading global collaborative robot (cobot) manufacturer, subsidiary of Quanta.",P0,page scrape,"cobot, AI, robotics, 協作機器人, 人工智慧","product launches, corporate announcements",English site available.
Taiwan,HIWIN Technologies,上銀科技,Company,Corporate newsroom,https://en.hiwin.cn/news.html,https://www.hiwin.tw/,zh+en,None — scrape,Weekly,Major manufacturer of linear motion components and robot arms.,P1,page scrape,"robotics, linear guideway, automation, 機器人, 自動化","product launches, corporate announcements",English site available.
Taiwan,Solomon Technology,所羅門,Company,Corporate newsroom,https://www.solomon-3d.com/category/news-events/press-releases/,https://www.solomon-3d.com/,zh+en,None — scrape,Weekly,Leading provider of 3D vision and AI robotics solutions.,P0,page scrape,"3D vision, AI, robotics, 機器視覺, 人工智慧","product launches, corporate announcements",English site available.
Taiwan,MediaTek,聯發科技,Company,Corporate newsroom,https://www.mediatek.com/press-room,https://www.mediatek.com/,zh+en,None — scrape,Weekly,"Major fabless semiconductor company, announces chips for edge AI and robotics.",P1,page scrape,"AI, semiconductor, edge computing, 人工智慧, 邊緣運算","product launches, corporate announcements",English site available.
Taiwan,Gigabyte Technology,技嘉科技,Company,Corporate newsroom,https://www.gigabyte.com/press/news,https://www.gigabyte.com/,zh+en,None — scrape,Weekly,"Major hardware manufacturer, announces AI servers and robotics compute platforms.",P2,page scrape,"AI, server, robotics, 人工智慧, 伺服器","corporate announcements, product launches",English site available.
Taiwan,ASUS,華碩電腦,Company,Corporate newsroom,https://press.asus.com/,https://www.asus.com/,zh+en,None — scrape,Weekly,"Major hardware manufacturer, announces AI PCs, edge computing, and robotics initiatives.",P2,page scrape,"AI, edge computing, robotics, 人工智慧, 邊緣運算","corporate announcements, product launches",English site available.
Taiwan,Coretronic Corporation,中強光電,Company,Corporate newsroom,https://www.coretronic.com/en/news,https://www.coretronic.com/en,zh+en,None — scrape,Weekly,Announces developments in display technologies and intelligent robotics (via subsidiary Coretronic Intelligent Robotics).,P1,page scrape,"robotics, intelligent, display, 機器人, 智能","corporate announcements, earnings",English site available.
Taiwan,ADATA Technology,威剛科技,Company,Corporate newsroom,https://www.adata.com/us/news/,https://www.adata.com/us/,zh+en,None — scrape,Weekly,"Announces memory and storage solutions for AI computing, and consumer robotics (e.g., ADATA robotics arm).",P2,page scrape,"AI, robotics, memory, 人工智慧, 機器人","corporate announcements, product launches",English site available.
Taiwan,AUO Corporation,友達光電,Company,Corporate newsroom,https://www.auo.com/en-global/New_Archive/index,https://www.auo.com/en-global,zh+en,None — scrape,Weekly,"Major display manufacturer, announces smart manufacturing and AI vertical applications.",P2,page scrape,"AI, smart manufacturing, display, 人工智慧, 智慧製造","corporate announcements, earnings",English site available.
Taiwan,Computex (TAITRA),台北國際電腦展,Exhibition,Exhibition news,https://www.computextaipei.com.tw/en/news/data-list/news/index.html,https://www.computextaipei.com.tw/en,zh+en,None — scrape,Event-driven,"Major global tech exhibition, announces AI, robotics, and computing innovations.",P1,page scrape,"AI, robotics, computing, 人工智慧, 機器人","exhibition announcements, product launches",English site available.
Taiwan,Taipei International Industrial Automation Exhibition,台北國際自動化工業大展,Exhibition,Exhibition news,https://automationtaipei.chanchao.com.tw/en,https://automationtaipei.chanchao.com.tw/en,zh+en,None — scrape,Event-driven,Major industrial automation exhibition in Taiwan.,P1,page scrape,"automation, smart manufacturing, 自動化, 智慧製造","exhibition announcements, product launches",English site available.
Taiwan,Taiwan Automation Intelligence and Robot Show (TAIROS),台灣機器人與智慧自動化展,Exhibition,Exhibition news,https://tairos.chanchao.com.tw/en,https://tairos.chanchao.com.tw/en,zh+en,None — scrape,Event-driven,Taiwan's sole international exhibition for industrial robots and automation.,P0,page scrape,"robotics, automation, AI, 機器人, 自動化","exhibition announcements, product launches",English site available.
Hong Kong,"Innovation, Technology and Industry Bureau (ITIB)",創新科技及工業局,Government,Bureau press releases,https://www.itib.gov.hk/en/speeches/index.html,https://www.itib.gov.hk/,en,None — scrape,Weekly,"Policy announcements, government funding initiatives, and strategic direction for I&T including robotics in Hong Kong.",P1,page scrape,"robotics, AI, automation, InnoHK, smart city","Official policy text, government initiatives",English and Traditional Chinese available.
Hong Kong,Innovation and Technology Commission (ITC),創新科技署,Government,Commission press releases,https://www.itc.gov.hk/en/press/press_releases.html,https://www.itc.gov.hk/,en,None — scrape,Weekly,"Announcements regarding the Innovation and Technology Fund (ITF), InnoHK research clusters, and specific R&D funding for robotics.",P0,page scrape,"robotics, InnoHK, funding, R&D, automation","Funding filings, research cluster announcements",Crucial for tracking government grants to robotics startups and labs.
Hong Kong,Hong Kong Science and Technology Parks (HKSTP),香港科技園,Government,Science park news,https://www.hkstp.org/en/park-life/news-and-events,https://www.hkstp.org/en/,en,None — scrape,Weekly,"News on robotics startups incubating at HKSTP, partnerships, and robotics-related events at the park.",P0,page scrape,"robotics, AI, startup, incubation, automation","Startup milestones, park partnerships",Major hub for robotics companies in HK.
