region,source_name,source_name_local,type,subtype,url_news,url_home,language,rss_or_api,update_frequency,robotics_relevance,priority_tier,collection_route,watch_keywords,verification_role,ticker,origin,notes
United States,Lifeward,,Company,Listed company IR/newsroom,https://ir.golifeward.com/press-releases,https://golifeward.com/,en,RSS: https://ir.golifeward.com/rss/news-releases.xml,Occasional,"Lifeward (formerly ReWalk Robotics) develops powered exoskeletons for gait training and mobility, relevant to medical and rehabilitation robotics.",P2,RSS,exoskeleton;rehabilitation;FDA;Medicare;Oramed,primary announcement,NASDAQ: LFWD,Site review v2 (Jul 30),ReWalk Robotics rebranded to Lifeward
United States,Liquid Robotics,,Company,Company newsroom,https://www.liquid-robotics.com/news-announcements/,https://www.liquid-robotics.com/,en,API: WordPress API,Occasional,"Liquid Robotics, a Boeing company, develops the Wave Glider, a leading uncrewed surface vehicle (USV) for ocean data collection and maritime autonomy.",P2,API,Wave Glider;USV;uncrewed surface vehicle;maritime autonomy,primary announcement,NYSE: BA,Site review v2 (Jul 30),
United States,RightHand Robotics,,Company,Company newsroom,https://righthandrobotics.com/the-latest,https://righthandrobotics.com,en,None — scrape,Occasional,RightHand Robotics develops AI-powered piece-picking robots for warehouse automation and order fulfillment.,P2,page scrape,piece-picking;RightPick;warehouse automation;fulfillment;Series C,primary announcement,,Site review v2 (Jul 30),
United States,Saildrone,,Company,Company newsroom,https://www.saildrone.com/news,https://www.saildrone.com/,en,None — scrape,Occasional,"Saildrone builds uncrewed surface vehicles (USVs) for maritime defense, ocean mapping, and intelligence gathering.",P2,page scrape,USV;autonomous;maritime;defense;uncrewed,primary announcement,,Site review v2 (Jul 30),
United States,Starship Technologies,,Company,Company newsroom,https://www.starship.xyz/press/,https://www.starship.xyz/,en,RSS: https://www.starship.xyz/feed/,Occasional,Starship Technologies is a leading developer of autonomous sidewalk delivery robots for last-mile logistics.,P2,RSS,autonomous delivery;sidewalk robot;last-mile;funding;partnership,primary announcement,,Site review v2 (Jul 30),
United States,Cboe Global Markets,,Exchange,Exchange newsroom / listings,https://www.cboe.com/us/equities/notices/new_listings/,https://www.cboe.com/,en,None — scrape,Occasional,Cboe BZX is a secondary US listing venue that may host new listings for robotics ETFs and SPACs.,P2,page scrape + IPO calendar,robotics IPO;listing;prospectus;ETF;SPAC,primary disclosure/announcement,,Exchange/SEA batch v3 (Jul 30),
United States,OTC Markets Group,,Exchange,Exchange newsroom / listings,https://www.otcmarkets.com/market-activity/news-filings,https://www.otcmarkets.com,en,None — scrape,Daily,Tracks early-stage robotics companies trading OTC before uplisting to major exchanges.,P2,page scrape,robotics;AI;IPO;listing;prospectus,primary disclosure/announcement,,Exchange/SEA batch v3 (Jul 30),
United States,DOE ARPA-E,DOE ARPA-E,Government,Energy Research,https://arpa-e.energy.gov/news-and-events/news-and-insights,https://arpa-e.energy.gov/,en,None — scrape,Event-driven,Funding for energy-efficient robotics and automation technologies.,P2,page scrape,"robotics, automation, energy, funding",Energy-related robotics funding,,Registry v1 (Jul 28),Niche but important for energy/climate robotics.
United States,Federal Communications Commission,,Government,Regulator,https://www.fcc.gov/news-events/headlines,https://www.fcc.gov,en,RSS: https://api2.fcc.gov/api/exp/v1.0.0/edocspublic/rss,Daily,"The FCC regulates equipment authorization in the US, which impacts the approval and banning of foreign-produced robotics and AI equipment.",P2,RSS,robot;equipment authorization;covered list;waiver,primary announcement,,Site review v2 (Jul 30),
United States,SRI International,,Research,Research institute,https://www.sri.com/about-us/press-room/,https://www.sri.com/,en,RSS: https://www.sri.com/feed,Occasional,"SRI International is a renowned research institute with a long history of pioneering robotics innovations, including surgical robotics and teleoperation.",P2,RSS,robotics;teleoperation;AI;autonomous;surgical,primary announcement,,Site review v2 (Jul 30),
United States,Census M3 Survey,"Manufacturers' Shipments, Inventories, and Orders",Statistics,Economic Data,https://www.census.gov/manufacturing/m3/index.html,https://www.census.gov/,en,None — scrape,Monthly,Macroeconomic data on machinery and equipment manufacturing shipments and orders.,P2,page scrape,"machinery, manufacturing, shipments",Macroeconomic trends in manufacturing,,Registry v1 (Jul 28),"Monthly release, good for industry health indicators."
Europe,Odense Robotics,Odense Robotics,Association,Cluster news,https://www.odenserobotics.dk/news/,https://www.odenserobotics.dk/,en,None — scrape,Weekly,"News from Denmark's national robot, automation and drone cluster.",P0,page scrape,"robotics, automation, drones, cluster","industry cluster news, startup growth",,Registry v1 (Jul 28),No paywall.
Europe,VDMA Robotics + Automation,VDMA Robotik + Automation,Association,Association news,https://www.vdma.org/robotik-automation,https://www.vdma.org/,de,None — scrape,Weekly,"News, statistics, and trends from the German mechanical engineering industry association.",P0,page scrape,"robotik, automation, statistik, trends","industry statistics, market trends",,Registry v1 (Jul 28),German language. High priority for European market data.
Europe,1X Technologies,1X,Company,Company newsroom,https://www.1x.tech/discover,https://www.1x.tech/,en,None — scrape,Monthly,"News on humanoid robots (EVE, NEO) designed for labor.",P0,page scrape,"humanoid, EVE, NEO, robotics","product launches, corporate strategy",,Registry v1 (Jul 28),Norwegian company. 1X posts under Discover section.
Europe,ABB Robotics,ABB Robotics,Company,Company newsroom,https://new.abb.com/news,https://new.abb.com/products/robotics,en,None — scrape,Weekly,"Product launches, acquisitions, and strategic updates from a major industrial robotics player.",P0,page scrape,"robotics, automation, cobots, AMR","product launches, corporate strategy",,Registry v1 (Jul 28),"Global company, strong European presence. Filter robotics tag; global ABB press hub."
Europe,ANYbotics,ANYbotics,Company,Company newsroom,https://www.anybotics.com/news/,https://www.anybotics.com/,en,None — scrape,Monthly,News on autonomous legged robots for industrial inspection.,P0,page scrape,"legged robots, inspection, autonomous","product launches, corporate strategy",,Registry v1 (Jul 28),Swiss company.
Europe,KUKA,KUKA,Company,Company newsroom,https://www.kuka.com/en-de/company/press,https://www.kuka.com/,en,None — scrape,Weekly,News from one of the world's leading suppliers of intelligent robotics and plant engineering.,P0,page scrape,"robotics, automation, industrial robots","product launches, corporate strategy",,Registry v1 (Jul 28),Available in German and English.
Europe,Universal Robots,Universal Robots,Company,Company newsroom,https://www.universal-robots.com/about-universal-robots/news-centre/,https://www.universal-robots.com/,en,None — scrape,Weekly,Updates from the pioneer and market leader in collaborative robots (cobots).,P0,page scrape,"cobots, collaborative robots, automation","product launches, corporate strategy",,Registry v1 (Jul 28),"Danish company, Teradyne owned."
Europe,AutoStore IR,AutoStore,Disclosure,IR announcements,https://www.autostoresystem.com/investors/press-releases,https://www.autostoresystem.com/,en,None — scrape,Event-driven,Financial and strategic updates from a leading cube storage automation company.,P0,page scrape,"cube storage, automation, financial results","financial filings, corporate strategy",,Registry v1 (Jul 28),Norwegian company.
Europe,Bpifrance,Bpifrance,Government,Agency press releases,https://presse.bpifrance.fr/,https://www.bpifrance.fr/,fr,None — scrape,Daily,French public investment bank funding announcements for deeptech and robotics startups.,P0,page scrape,"robotique, deeptech, financement, investissement","funding announcements, startup investments",,Registry v1 (Jul 28),French language.
Europe,CORDIS Horizon Europe Project News,CORDIS,Government,Project news,https://cordis.europa.eu/search?q=contenttype%3D%27news%27%20AND%20%27robotics%27,https://cordis.europa.eu/,en,RSS: https://cordis.europa.eu/search?q=contenttype%3D%27news%27%20AND%20%27robotics%27&format=rss,Daily,Results and news from EU-funded robotics research projects.,P0,RSS,"robotics, automation, AI, project results","research funding, project outcomes",,Registry v1 (Jul 28),No paywall. Excellent for early-stage research.
Europe,European Commission Digital Strategy News,European Commission Digital Strategy,Government,Commission press releases,https://digital-strategy.ec.europa.eu/en/news,https://digital-strategy.ec.europa.eu/en,en,RSS: https://digital-strategy.ec.europa.eu/en/news/rss,Daily,"Official EU policy, funding, and strategy announcements regarding AI and robotics.",P0,RSS,"robotics, AI, artificial intelligence, funding, policy","official policy text, funding announcements",,Registry v1 (Jul 28),No paywall. Multiple languages available.
Europe,Germany BMWK (Federal Ministry for Economic Affairs and Climate Action),Bundesministerium für Wirtschaft und Klimaschutz,Government,Ministry press releases,https://www.bmwk.de/Navigation/EN/Service/Press/press.html,https://www.bmwk.de/,en,RSS: https://www.bmwk.de/SiteGlobals/Functions/RSS/EN/Feed/RSSNewsfeed_Pressemitteilungen.xml,Daily,German government policy and funding for Industry 4.0 and robotics.,P0,RSS,"Industry 4.0, robotics, AI, funding, manufacturing","national policy, funding announcements",,Registry v1 (Jul 28),Available in German and English.
Europe,"UK DSIT (Department for Science, Innovation and Technology)",DSIT,Government,Ministry press releases,https://www.gov.uk/government/organisations/department-for-science-innovation-and-technology/about/media-enquiries,https://www.gov.uk/government/organisations/department-for-science-innovation-and-technology,en,RSS: https://www.gov.uk/government/organisations/department-for-science-innovation-and-technology.atom,Daily,"UK government policy, funding, and strategy for AI and robotics.",P0,RSS,"robotics, AI, funding, innovation, technology","national policy, funding announcements",,Registry v1 (Jul 28),No paywall.
Europe,DFKI (German Research Center for Artificial Intelligence),DFKI,Research,Institute news,https://www.dfki.de/en/web/news,https://www.dfki.de/en/web,en,RSS: https://www.dfki.de/en/web/news/rss,Weekly,Leading German research in AI and its application in robotics.,P0,RSS,"AI, robotics, machine learning, automation","applied research, AI advancements",,Registry v1 (Jul 28),Available in German and English.
Europe,DLR Robotics and Mechatronics Center,DLR Institut für Robotik und Mechatronik,Research,Institute news,https://www.dlr.de/rm/en/desktopdefault.aspx/tabid-3802/,https://www.dlr.de/rm/en/,en,None — scrape,Monthly,"Crucial research in space robotics, medical robotics, and industrial automation.",P0,page scrape,"robotics, mechatronics, space, medical","fundamental research, technology breakthroughs",,Registry v1 (Jul 28),Available in German and English.
Europe,Fraunhofer IPA,Fraunhofer IPA,Research,Institute news,https://www.ipa.fraunhofer.de/en/press-media.html,https://www.ipa.fraunhofer.de/en.html,en,RSS: https://www.ipa.fraunhofer.de/en/press-media.rss,Weekly,Applied research in manufacturing engineering and automation.,P0,RSS,"robotics, automation, manufacturing, AI","applied research, technology transfer",,Registry v1 (Jul 28),Available in German and English.
Europe,IIT Genoa (Istituto Italiano di Tecnologia),IIT,Research,Institute news,https://opentalk.iit.it/en/category/news-en/,https://www.iit.it/,en,RSS: https://opentalk.iit.it/en/feed/,Weekly,"Home of iCub and ergoCub, leading research in humanoid robotics.",P0,RSS,"humanoid, iCub, ergoCub, robotics","fundamental research, humanoid development",,Registry v1 (Jul 28),Available in Italian and English.
Europe,ETH Zurich Robotic Systems Lab (RSL),ETH Zurich RSL,University,Lab news,https://rsl.ethz.ch/,https://rsl.ethz.ch/,en,None — scrape,Monthly,World-leading research in legged robotics (ANYmal) and autonomous systems.,P0,page scrape,"legged robots, autonomous systems, ANYmal","academic research, spin-offs",,Registry v1 (Jul 28),No paywall. Also ethz.ch/en/news-and-events for university-wide robotics news. RSL homepage carries dated news items; also ethz.ch/en/news-and-events.
Europe,"ADRA (AI, Data and Robotics Association)",ADRA,Association,Association news,https://adr-association.eu/news/,https://adr-association.eu/,en,None — scrape,Weekly,"Updates on the European AI, Data and Robotics partnership and strategic research agendas.",P1,page scrape,"robotics, AI, partnership, horizon europe","strategic research agenda, partnership news",,Registry v1 (Jul 28),No paywall.
Europe,Make UK (including BARA),Make UK,Association,Association news,https://www.makeuk.org/news-and-events/news,https://www.makeuk.org/,en,None — scrape,Weekly,"UK manufacturing news, including automation and robotics adoption.",P1,page scrape,"automation, robotics, manufacturing, BARA","industry trends, policy advocacy",,Registry v1 (Jul 28),No paywall.
Europe,euRobotics,euRobotics,Association,Association news,https://eu-robotics.net/news/,https://eu-robotics.net/,en,None — scrape,Weekly,"News from the European robotics community, including events and policy inputs.",P1,page scrape,"robotics, events, policy, members","community news, event announcements",,Registry v1 (Jul 28),No paywall.
Europe,Agile Robots,Agile Robots,Company,Company newsroom,https://www.agile-robots.com/en/news/,https://www.agile-robots.com/,en,None — scrape,Monthly,News on intelligent robotic systems bridging AI and robotics.,P1,page scrape,"intelligent robotics, AI, automation","product launches, corporate strategy",,Registry v1 (Jul 28),German company.
Europe,Bosch,,Company,Company newsroom,https://www.bosch-presse.de/pressportal/de/en/,https://www.bosch.com/,en,None — scrape,Weekly,"Bosch Rexroth develops advanced automation and robotics research, providing key components and systems for industrial and mobile robotics.",P1,page scrape,robotics;automation;Rexroth;AI;manufacturing,primary announcement,NSE: BOSCHLTD,Site review v2 (Jul 30),
Europe,CMR Surgical,,Company,Company newsroom,https://cmrsurgical.com/news,https://cmrsurgical.com/,en,RSS: https://cmrsurgical.com/feed,Monthly,"Developer of the Versius surgical robot, advancing physical AI and robotic-assisted minimal access surgery.",P1,RSS,Versius;surgical robot;FDA;funding;NVIDIA,primary announcement,,Site review v2 (Jul 30),
Europe,Comau,Comau,Company,Company newsroom,https://www.comau.com/en/newsroom/,https://www.comau.com/,en,None — scrape,Monthly,News on industrial automation and robotics solutions.,P1,page scrape,"industrial automation, robotics, manufacturing","product launches, corporate strategy",,Registry v1 (Jul 28),Italian company.
Europe,Exail,,Company,Listed company IR/newsroom,https://www.exail.com/news,https://www.exail.com/,en,None — scrape,Weekly,"Exail is a leading high-tech industrial group specializing in cutting-edge robotics, maritime, navigation, aerospace and photonics technologies.",P1,page scrape,robotics;maritime;navigation;aerospace;photonics,primary announcement,EPA: EXA,Site review v2 (Jul 30),
Europe,Exotec,Exotec,Company,Company newsroom,https://www.exotec.com/news/,https://www.exotec.com/,en,None — scrape,Monthly,News on robotic warehouse systems (Skypod).,P1,page scrape,"warehouse robotics, Skypod, logistics","product launches, corporate strategy",,Registry v1 (Jul 28),French company.
Europe,Festo,,Company,Company newsroom,https://press.festo.com/en/press-release,https://www.festo.com,en,None — scrape,Monthly,"Festo is a global leader in automation technology and bionics, developing advanced pneumatic and electric drive solutions for factory automation.",P1,page scrape,automation;bionics;pneumatic;electric drive;robotics,primary announcement,,Site review v2 (Jul 30),
Europe,KION Group,,Company,Listed company IR/newsroom,https://www.kiongroup.com/en/Press/Press-Releases/,https://www.kiongroup.com/en/,en,None — scrape,Monthly,"KION Group is a leading provider of intralogistics solutions, including automated warehouse systems and physical AI applications.",P1,page scrape,automation;robotics;AI;intralogistics;Dematic,primary announcement,FRA: KGX,Site review v2 (Jul 30),
Europe,Kongsberg Maritime,,Company,Listed company IR/newsroom,https://www.kongsberg.com/news/,https://www.kongsberg.com/,en,None — scrape,Weekly,"Kongsberg Maritime is a key player in marine robotics, autonomous vessels, and underwater vehicles, making it a crucial source for maritime AI advancements.",P1,page scrape,autonomous;uncrewed;robotics;XLUUV;marine,primary announcement,OSE: KMAR,Site review v2 (Jul 30),
Europe,Milrem Robotics,,Company,Company newsroom,https://milremrobotics.com/news/,https://milremrobotics.com/,en,RSS: https://milremrobotics.com/feed/,Monthly,Milrem Robotics is a leading developer of autonomous unmanned ground vehicles (UGVs) for defense and security applications.,P1,RSS,UGV;autonomous;defense;THeMIS;combat vehicle,primary announcement,,Site review v2 (Jul 30),
Europe,Mobile Industrial Robots (MiR),MiR,Company,Company newsroom,https://www.mobile-industrial-robots.com/en/about-mir/news/,https://www.mobile-industrial-robots.com/,en,None — scrape,Monthly,News on autonomous mobile robots (AMRs) for internal logistics.,P1,page scrape,"AMR, mobile robots, logistics","product launches, corporate strategy",,Registry v1 (Jul 28),"Danish company, Teradyne owned."
Europe,NEURA Robotics,NEURA Robotics,Company,Company newsroom,https://neura-robotics.com/news,https://neura-robotics.com/,en,None — scrape,Monthly,Updates on cognitive robotics and AI-driven robotic assistants.,P1,page scrape,"cognitive robotics, AI, robotic assistants","product launches, corporate strategy",,Registry v1 (Jul 28),German company.
Europe,Ocado Technology,Ocado Technology,Company,Company newsroom,https://www.ocadogroup.com/media/news,https://www.ocadogroup.com/,en,None — scrape,Monthly,Updates on grocery fulfillment robotics and automation technology.,P1,page scrape,"fulfillment robotics, automation, grocery","product launches, corporate strategy",,Registry v1 (Jul 28),UK company.
Europe,Ottobock,,Company,Listed company IR/newsroom,https://corporate.ottobock.com/en/media/newsroom,https://corporate.ottobock.com/en/home,en/de,None — scrape,Weekly,"Ottobock is a leading innovator in wearable human bionics, exoskeletons, and bionic prosthetics.",P1,page scrape,exoskeletons;bionic prosthetics;orthotics;SUITX,primary announcement,XETR: OBCK,Site review v2 (Jul 30),
Europe,PAL Robotics,PAL Robotics,Company,Company newsroom,https://pal-robotics.com/blog/,https://pal-robotics.com/,en,None — scrape,Monthly,Updates on bipedal and humanoid robots for research and industry.,P1,page scrape,"humanoid, bipedal, robotics, research","product launches, corporate strategy",,Registry v1 (Jul 28),Spanish company.
Europe,QinetiQ,,Company,Listed company IR/newsroom,https://www.qinetiq.com/en-us/news-and-blogs,https://www.qinetiq.com/,en,None — scrape,Weekly,QinetiQ develops advanced multi-domain autonomous systems and robotics for defense and security applications.,P1,page scrape,autonomous;robotics;uncrewed;defense;ISR,primary announcement,LSE: QQ.,Site review v2 (Jul 30),
Europe,Rheinmetall AG,,Company,Listed company IR/newsroom,https://www.rheinmetall.com/en/media/news,https://www.rheinmetall.com/en,en,None — scrape,Weekly,"Rheinmetall is a major defense contractor developing unmanned ground vehicles (UGVs) like the Mission Master, relevant for military robotics and autonomous systems.",P1,page scrape,unmanned;UGV;Mission Master;autonomous;robotics,primary announcement,XETR: RHM,Site review v2 (Jul 30),
Europe,SCHUNK,,Company,Company newsroom,https://schunk.com/us/en/latest-news/news,https://schunk.com/us/en,en,None — scrape,Monthly,"Schunk is a leading provider of gripping systems, clamping technology, and robot accessories like the SVH hand, crucial for industrial and humanoid robotics.",P1,page scrape,gripper;clamping;automation;robot PLUS;end-of-arm,primary announcement,,Site review v2 (Jul 30),
Europe,Stabilus SE,,Company,Listed company IR/newsroom,https://group.stabilus.com/news-and-events/press-releases,https://group.stabilus.com/,en,RSS: https://group.stabilus.com/rss.xml,Monthly,"Stabilus SE is a major motion control and actuator manufacturer expanding into industrial automation and robotics, relevant for humanoid and robotic hardware supply chains.",P1,RSS,robotics;automation;actuator;motion control;humanoid,primary announcement,XETRA: STM,Site review v2 (Jul 30),
Europe,Stäubli Robotics,Stäubli,Company,Company newsroom,https://www.staubli.com/en-us/robotics/news/,https://www.staubli.com/en-us/robotics/,en,None — scrape,Monthly,Updates on industrial and collaborative robots.,P1,page scrape,"industrial robots, cobots, automation","product launches, corporate strategy",,Registry v1 (Jul 28),Swiss company.
Europe,Synapticon,,Company,Company newsroom,https://www.synapticon.com/en/company/news,https://www.synapticon.com/en,en,None — scrape,Monthly,"Synapticon is a leading provider of intelligent drive and safety technologies for robotics, notably partnering with Stabilus on humanoid actuators.",P1,page scrape,humanoid;actuator;motion control;servo drive;safety,primary announcement,,Site review v2 (Jul 30),
Europe,Wandelbots,Wandelbots,Company,Company newsroom,https://wandelbots.com/en/news/,https://wandelbots.com/,en,None — scrape,Monthly,Updates on no-code robotics software and teaching platforms.,P1,page scrape,"no-code robotics, software, teaching","product launches, corporate strategy",,Registry v1 (Jul 28),German company.
Europe,igus,,Company,Company newsroom,https://press.igus.com/,https://www.igus.com,en,RSS: https://press.igus.com/feed/,Weekly,"igus provides low-cost automation solutions, components, and the ReBeL cobot, driving affordable robotics adoption.",P1,RSS,ReBeL;cobot;low-cost automation;RBTX;AMR,primary announcement,,Site review v2 (Jul 30),
Europe,Euronext,,Exchange,Exchange newsroom / listings,https://live.euronext.com/en/ipo-showcase,https://www.euronext.com/en,en,None — scrape,Weekly,"Euronext is the primary listing venue for European robotics and automation companies, making it essential for tracking new IPOs and capital raises in the region.",P1,page scrape + IPO calendar,robotics IPO;listing;prospectus;automation;AI,primary disclosure/announcement,,Exchange/SEA batch v3 (Jul 30),
Europe,London Stock Exchange (LSE),,Exchange,Exchange newsroom / listings,https://www.londonstockexchange.com/news,https://www.londonstockexchange.com/,en,None — scrape,Daily,Provides official regulatory news and IPO filings for UK-listed robotics and AI companies.,P1,page scrape + IPO calendar,robotics IPO;listing;prospectus;RNS;AI,primary disclosure/announcement,,Exchange/SEA batch v3 (Jul 30),
Europe,Nasdaq Nordic,,Exchange,Exchange newsroom / listings,https://www.nasdaq.com/european-market-activity/news/company-news,https://www.nasdaq.com/solutions/nordic-equities-exchange-and-market,en,RSS: https://subscribe.news.eu.nasdaq.com/rss,Daily,"Key exchange for tracking robotics IPOs and listings in the Nordic region, including companies like Nilfisk and Lifco.",P1,RSS + page scrape,robotics IPO;listing;prospectus;Nasdaq First North,primary disclosure/announcement,,Exchange/SEA batch v3 (Jul 30),
Europe,European Robotics Forum (ERF),ERF,Exhibition,Exhibition news,https://www.eu-robotics.net/eurobotics-forum/,https://erf2024.eu/,en,None — scrape,Event-driven,Updates from the most influential meeting of the robotics community in Europe.,P1,page scrape,"robotics forum, community, research","industry trends, event announcements",,Registry v1 (Jul 28),"URL changes yearly (e.g., erf2024.eu, erf2025.eu). ERF site changes yearly; monitor via euRobotics."
Europe,Hannover Messe,Hannover Messe,Exhibition,Exhibition news,https://www.hannovermesse.de/en/press/press-releases/hannover-messe/press-releases,https://www.hannovermesse.de/en/,en,None — scrape,Event-driven,News from the world's leading industrial technology trade fair.,P1,page scrape,"industrial technology, automation, robotics","industry trends, event announcements",,Registry v1 (Jul 28),Available in German and English.
Europe,automatica Munich,automatica,Exhibition,Exhibition news,https://automatica-munich.com/en/trade-fair/press/press-releases/,https://automatica-munich.com/en/,en,None — scrape,Event-driven,News and trends from the leading exhibition for smart automation and robotics.,P1,page scrape,"exhibition, automation, robotics, trends","industry trends, event announcements",,Registry v1 (Jul 28),Available in German and English.
Europe,European AI Office,European AI Office,Government,Office news,https://digital-strategy.ec.europa.eu/en/policies/ai-office,https://digital-strategy.ec.europa.eu/en/policies/ai-office,en,None — scrape,Event-driven,"Implementation of the EU AI Act, which impacts AI-driven robotics.",P1,page scrape,"AI Act, compliance, regulation, robotics","regulatory compliance, policy implementation",,Registry v1 (Jul 28),Part of the digital strategy portal.
Europe,Innovation Norway,Innovasjon Norge,Government,Agency news,https://www.innovasjonnorge.no/en/about/news,https://www.innovasjonnorge.no/en,en,None — scrape,Weekly,"Norwegian government funding for innovation, including robotics and automation.",P1,page scrape,"robotics, automation, funding, innovation","funding announcements, national strategy",,Registry v1 (Jul 28),Available in Norwegian and English.
Europe,Plattform Industrie 4.0,Plattform Industrie 4.0,Government,Initiative news,https://www.plattform-i40.de/PI40/Navigation/EN/News/news.html,https://www.plattform-i40.de/,en,None — scrape,Monthly,Updates on Germany's central network for the digital transformation of manufacturing.,P1,page scrape,"Industry 4.0, digital twin, automation, manufacturing","industry standards, national strategy",,Registry v1 (Jul 28),No paywall.
Europe,UK AISI (AI Safety Institute),AISI,Government,Institute news,https://www.aisi.gov.uk/blog,https://www.aisi.gov.uk/,en,None — scrape,Event-driven,"UK AI safety evaluations and research, relevant for embodied AI.",P1,page scrape,"AI safety, evaluation, models, embodied AI","safety evaluations, policy",,Registry v1 (Jul 28),No paywall. AISI publishes via blog and research pages.
Europe,UKRI EPSRC,EPSRC,Government,Funding news,https://www.ukri.org/news/?filter_council%5B%5D=814&filter_order=publication_date-desc,https://www.ukri.org/councils/epsrc/,en,None — scrape,Weekly,"UK funding announcements for engineering and physical sciences, including robotics.",P1,page scrape,"robotics, engineering, funding, research","research funding, project announcements",,Registry v1 (Jul 28),No paywall. EPSRC-filtered UKRI news.
Europe,Vinnova,Vinnova,Government,Agency news,https://www.vinnova.se/en/news/,https://www.vinnova.se/en/,en,None — scrape,Weekly,Sweden's innovation agency funding and project news for tech and robotics.,P1,page scrape,"robotics, AI, innovation, funding","research funding, national strategy",,Registry v1 (Jul 28),Available in Swedish and English.
Europe,European Patent Office (EPO),EPO,Patent,Patent news,https://www.epo.org/en/news-events/news,https://www.epo.org/,en,RSS: https://www.epo.org/en/rss.xml,Weekly,"News on patent trends, including robotics and AI patent filings in Europe.",P1,RSS,"robotics, AI, patents, innovation","patent filings, innovation trends",,Registry v1 (Jul 28),No paywall.
Europe,TED (Tenders Electronic Daily),TED,Procurement,Public procurement,https://ted.europa.eu/en/search/result?q=robotics,https://ted.europa.eu/,en,API: TED API,Daily,Public procurement notices for robotics and automation systems across the EU.,P1,API,"robotics, automation, tender, contract","public contracts, government spending",,Registry v1 (Jul 28),"Requires API key for bulk access, but search is free."
Europe,CNRS LAAS,LAAS-CNRS,Research,Institute news,https://www.laas.fr/en/news/,https://www.laas.fr/en/,en,None — scrape,Monthly,"French research in robotics, optimization, and control systems.",P1,page scrape,"robotics, control systems, optimization","academic research, technology breakthroughs",,Registry v1 (Jul 28),Available in French and English.
Europe,Tecnalia,,Research,Research institute,https://www.tecnalia.com/en/news,https://www.tecnalia.com/en,en,None — scrape,Weekly,Tecnalia is a leading European research and technological development center conducting applied research in areas including robotics and AI.,P1,page scrape,robotics;AI;automation;digital twin;smart manufacturing,primary announcement,,Site review v2 (Jul 30),
Europe,Bristol Robotics Laboratory,Bristol Robotics Laboratory,University,Lab news,https://www.bristolroboticslab.com/about-us,https://www.bristolroboticslab.com/,en,None — scrape,Monthly,UK's largest academic centre for multi-disciplinary robotics research.,P1,page scrape,"robotics, research, multi-disciplinary","academic research, technology breakthroughs",,Registry v1 (Jul 28),No paywall. BRL site has no dedicated news page; monitor UWE/Bristol Uni news + BRL LinkedIn for announcements.
Europe,EPFL Robotics,EPFL Robotics,University,University news,https://actu.epfl.ch/,https://www.epfl.ch/en/,en,RSS: https://actu.epfl.ch/search/rss/?q=robotics,Weekly,"Research in micro-robotics, bio-inspired robotics, and human-robot interaction.",P1,RSS,"robotics, bio-inspired, micro-robotics","academic research, technology breakthroughs",,Registry v1 (Jul 28),No paywall. EPFL news search route. Filter robotics topic on EPFL news portal; search route: actu.epfl.ch + robotics keyword.
Europe,Oxford Robotics Institute (ORI),Oxford Robotics Institute,University,Institute news,https://ori.ox.ac.uk/news/,https://ori.ox.ac.uk/,en,None — scrape,Monthly,"Research in mobile autonomy, navigation, and perception.",P1,page scrape,"autonomy, navigation, perception, mobile robots","academic research, technology breakthroughs",,Registry v1 (Jul 28),No paywall.
Europe,TU Delft Robotics Institute,TU Delft Robotics Institute,University,Institute news,https://www.tudelft.nl/en/stories,https://www.tudelft.nl/en/robotics-institute,en,None — scrape,Monthly,"Dutch research in cognitive robotics, swarm robotics, and human-robot interaction.",P1,page scrape,"cognitive robotics, swarm robotics, HRI","academic research, technology breakthroughs",,Registry v1 (Jul 28),No paywall. Institute page reorganized; use TU Delft stories/news and 3mE dept news; filter robotics.
Europe,TU Munich MIRMI,TUM MIRMI,University,Institute news,https://www.mirmi.tum.de/en/mirmi/news/,https://www.mirmi.tum.de/mirmi/,en,None — scrape,Monthly,Munich Institute of Robotics and Machine Intelligence research updates.,P1,page scrape,"robotics, machine intelligence, AI","academic research, technology breakthroughs",,Registry v1 (Jul 28),No paywall.
Europe,European Investment Bank (EIB),,Authority,Independent authority,https://www.eib.org/en/press/all/index,https://www.eib.org/en/index,en,RSS: https://www.eib.org/press/all/index.rss,Daily,"EIB provides venture-debt financings to European robotics companies, making it a key source for funding news.",P2,RSS,robotics;venture debt;financing;AI;automation,primary disclosure/announcement,,Exchange/SEA batch v3 (Jul 30),
Europe,TÜV SÜD,TÜV SÜD,Authority,Independent authority,https://www.tuvsud.com/en/newsroom/press-releases,https://www.tuvsud.com/en,en,None — scrape,Occasional,"TÜV SÜD and TÜV Rheinland provide critical safety testing and certification for industrial and collaborative robots, ensuring compliance with European and global standards.",P2,page scrape,robotics;certification;safety;cobot;autonomous,primary disclosure/announcement,,Exchange/SEA batch v3 (Jul 30),
Europe,Balyo,,Company,Listed company IR/newsroom,https://www.balyo.com/news,https://www.balyo.com/,en,None — scrape,Occasional,"Balyo develops autonomous mobile robot (AMR) technology for warehouse and manufacturing environments, turning standard electric trucks into standalone intelligent robots.",P2,page scrape,autonomous forklifts;AGV;AMR;SoftBank;warehouse automation,primary announcement,EPA: BALYO,Site review v2 (Jul 30),"SoftBank acquired >91% in Nov 2024, delisting squeeze-out initiated Dec 2025/Jan 2026"
